,Nucleus-area,DAPI_Int-mean,CD45_Int,CD45n_CD3_Int,CD45n_HLAII_Int,CD45nCD3nHLAIIp_CD14_Int,CD45nCD3nHLAIIp_CD16_Int,CD45nCD3nHLAIIn_CD14_Int,CD45nCD3nHLAIIn_CD16_Int,CD45n_MUC1_Int,CD45n_CD10_Int,CD45n_CD31_Int,CD45n_Claudin1_Int,CD45p_CD3_Int,CD45p_HLAII_Int,CD45pHLAIInpCD3p_CD4_Int,CD45pHLAIInpCD3p_CD8_Int,CD45pHLAIInpCD3pCD4_ICOS_Int,CD45pHLAIInpCD3pCD4_PD1_Int,CD45pHLAIInCD3pCD4_Foxp3_Int,CD45pHLAIInCD3pCD4_CD103_Int,CD45pHLAIInCD3pCD8_ICOS_Int,CD45pHLAIInCD3pCD4_PD1_Int,CD45pHLAIInCD3pCD8_Foxp3_Int,CD45pHLAIInCD3pCD8_CD103_Int,CD45pCD4pCD8p_MUC1_Int,CD45pCD4pCD8p_CD10_Int,CD45pCD4nCD8n_CD56_Int,CD45pCD4nCD8n_TCRD_Int,CD45pHLAIInCD3n_CD14_Int,CD45pHLAIInCD3n_CD16_Int,CD45pHLAIInCD3nCD14nCD16n_CD56_Int,CD45pHLAIInCD3nCD14nCD16n_CD138_Int,CD45pHLAIIpCD3n_CD14_Int,CD45pHLAIIpCD3n_CD16_Int,CD45pHLAIIpCD3nCD14p_MERTK_Int,CD45pHLAIIpCD3nCD14p_CD163_Int,CD45pHLAIIpCD14nCD16n_CD20_Int,CD45pHLAIIpCD14nCD16n_CD138_Int,CD45pHLAIIpCD14nCD16nCD20nCD138n_BDCA2_Int,CD45pHLAIIpCD14nCD16nCD20nCD138n_CD103_Int,CD45pHLAIIpCD14nCD16nCD20nCD138nBDCA2n_BDCA1_Int,CD45pHLAIIpCD14nCD16nCD20nCD138nBDCA2n_CD11c_Int
0,50,20,29.384765625,26.396484375,14.443359375,25.649414560589683,24.139941406249996,20.419921875,14.151914654356062,7.465219350961538,4.301049472523385,6.208859327362805,6.383420833871384,26.396484375,26.396484375,53.291015625,52.294921875,37.65794930875576,75.14994131287605,55.867431640625,22.9210508089539,53.66862442211949,52.801332552960154,46.21302269345237,26.865218098958334,17.06802814327485,13.447265625,8.891046733887519,33.63903924851191,40.81231098790324,37.89344911317568,23.57163698068513,16.901987591911766,58.51301067422162,42.333984375,32.37177734375,15.150525323275861,49.46082352453579,9.808475703983516,24.315444256264563,7.801260588369963,33.34444341104498,26.708213988975587
